Algorithm,IID,Epsilon,Poison_Rate,Round,Benign_Accuracy,Benign_roc,f1,ASR,ASR_f1,FNR
FedAvg,TRUE,20,0.01,75,0.878,0.9885255274497082,0.8757568810224342,0.013414634146341463,0.002647413,0.124243119
FedAvg,TRUE,20,0.01,76,0.8786,0.9886323378598568,0.8764467207105907,0.013192905,0.002604224,0.123553279
FedAvg,TRUE,20,0.01,77,0.8806,0.9887506895440783,0.8785139450644806,0.012416851441241685,0.002452913,0.121486055
FedAvg,TRUE,20,0.01,78,0.8813,0.9887542535025051,0.879159524,0.013747228381374724,0.002712161,0.120840476
FedAvg,TRUE,20,0.01,79,0.8818,0.9888110925732849,0.8798674044721781,0.012305986696230599,0.002431278,0.120132596
FedAvg,TRUE,20,0.01,80,0.8819,0.9888326838937808,0.879795143,0.012749445676274944,0.002517789,0.120204857
FedAvg,TRUE,20,0.01,81,0.8821,0.9888802502024857,0.8800190677475703,0.013192905,0.002604224,0.119980932
FedAvg,TRUE,20,0.01,82,0.8826,0.9889575951461378,0.880587169,0.012749445676274944,0.002517789,0.119412831
FedAvg,TRUE,20,0.01,83,0.883,0.9889237302066217,0.8809673683356702,0.012527716186252771,0.002474543,0.119032632
FedAvg,TRUE,20,0.01,84,0.8833,0.988971373,0.881248017,0.013082039911308204,0.002582622,0.118751983
FedAvg,TRUE,20,0.01,85,0.8834,0.9890146997256866,0.8814072562360534,0.011419068736141907,0.002258029,0.118592744
FedAvg,TRUE,20,0.01,86,0.8843,0.9890644882480337,0.8823320233345304,0.012416851441241685,0.002452913,0.117667977
FedAvg,TRUE,20,0.01,87,0.884,0.9890829884635659,0.8820630570800876,0.012084257206208426,0.002387994,0.117936943
FedAvg,TRUE,20,0.01,88,0.8849,0.9891513401456647,0.8829923026298616,0.012527716186252771,0.002474543,0.117007697
FedAvg,TRUE,20,0.01,89,0.8856,0.9891600918771065,0.8837364327950562,0.011751662971175166,0.002323033,0.116263567
FedAvg,TRUE,20,0.01,90,0.8842,0.9891078113957643,0.8821832006909991,0.012527716186252771,0.002474543,0.117816799
FedAvg,TRUE,20,0.01,91,0.8859,0.9892320705112521,0.8839669700746603,0.012416851441241685,0.002452913,0.11603303
FedAvg,TRUE,20,0.01,92,0.886,0.9892957677316059,0.8840367874730285,0.012638580931263858,0.002496168,0.115963213
FedAvg,TRUE,20,0.01,93,0.8863,0.9893893969878691,0.8844534010722509,0.011862527716186252,0.002344692,0.115546599
FedAvg,TRUE,20,0.01,94,0.8864,0.9893844842049248,0.8845787113191657,0.013082039911308204,0.002582622,0.115421289
FedAvg,TRUE,20,0.01,95,0.8855,0.9893730858435758,0.8835911971581002,0.011973392,0.002366345,0.116408803
FedAvg,TRUE,20,0.01,96,0.8869,0.9894566240296945,0.8850105461394158,0.012749445676274944,0.002517789,0.114989454
FedAvg,TRUE,20,0.01,97,0.8874,0.9895160972074993,0.8855741885534453,0.012638580931263858,0.002496168,0.114425811
FedAvg,TRUE,20,0.01,98,0.8884,0.9896108049756693,0.8866589601359125,0.012195121951219513,0.002409639,0.11334104
FedAvg,TRUE,20,0.01,99,0.888,0.989621908,0.8862326003560808,0.011973392,0.002366345,0.1137674
FedAvg,TRUE,20,0.01,100,0.8883,0.9896272176191021,0.8865613785188904,0.012195121951219513,0.002409639,0.113438621
FedAvg,TRUE,20,0.05,1,0.0987,0.729469177,0.019087944,0.9998891352549889,0.49997228227728807,0.980912056
FedAvg,TRUE,20,0.05,2,0.1749,0.8125570737335671,0.099689577,0.9300443458980044,0.4818771899592165,0.900310423
FedAvg,TRUE,20,0.05,3,0.1964,0.8662511947340441,0.1099640571374926,0.8901330376940133,0.4709367118306059,0.890035943
FedAvg,TRUE,20,0.05,4,0.2033,0.9007826832458052,0.10951272381884569,0.8713968957871396,0.3104265402843602,0.890487276
FedAvg,TRUE,20,0.05,5,0.2304,0.9202813425905434,0.14154647330519515,0.8298226164079823,0.2267494698576189,0.858453527
FedAvg,TRUE,20,0.05,6,0.2974,0.9315444809984907,0.2167460397501142,0.7128603104212861,0.13872707659115427,0.78325396
FedAvg,TRUE,20,0.05,7,0.3495,0.9386836496904355,0.27303645372291463,0.5912416851441241,0.092889988,0.726963546
FedAvg,TRUE,20,0.05,8,0.4205,0.9445334271948115,0.368197839,0.4542128603104213,0.069409503,0.631802161
FedAvg,TRUE,20,0.05,9,0.4849,0.9479682810825925,0.43832641739082473,0.3296008869179601,0.05508769,0.561673583
FedAvg,TRUE,20,0.05,10,0.5483,0.9510014232032269,0.5091578618971517,0.2541019955654102,0.040523338048090524,0.490842138
FedAvg,TRUE,20,0.05,11,0.5706,0.9524427809423763,0.5345420901246019,0.23425720620842572,0.03795922,0.46545791
FedAvg,TRUE,20,0.05,12,0.6058,0.954926187,0.5779064464734597,0.17915742793791575,0.030387363670552843,0.422093554
FedAvg,TRUE,20,0.05,13,0.6332,0.9556711817449374,0.6090910567403066,0.16352549889135254,0.028108623,0.390908943
FedAvg,TRUE,20,0.05,14,0.6491,0.956902273,0.6250159037322491,0.14634146341463414,0.025531915,0.374984096
FedAvg,TRUE,20,0.05,15,0.6814,0.9589755775305809,0.662677924,0.12815964523281598,0.022720125786163524,0.337322076
FedAvg,TRUE,20,0.05,16,0.6965,0.9613765044586324,0.6751025968129352,0.1032150776053215,0.018711687267611295,0.324897403
FedAvg,TRUE,20,0.05,17,0.7195,0.9637782610974972,0.7009008644505624,0.079046563,0.014651186684475495,0.299099136
FedAvg,TRUE,20,0.05,18,0.7244,0.9649497238219302,0.7055121166500101,0.081818182,0.015126050420168066,0.294487883
FedAvg,TRUE,20,0.05,19,0.7411,0.9668302364298246,0.7246751175275389,0.064523282,0.012122474,0.275324882
FedAvg,TRUE,20,0.05,20,0.7473,0.9683112478820304,0.7319280071696912,0.057317073,0.010841983852364475,0.268071993
FedAvg,TRUE,20,0.05,21,0.7567,0.9696731401775402,0.7429176192642035,0.054323725,0.010304942166140904,0.257082381
FedAvg,TRUE,20,0.05,22,0.7626,0.9706144449315713,0.7492839624742842,0.048558758,0.009262,0.250716038
FedAvg,TRUE,20,0.05,23,0.7718,0.9717321104906207,0.7603445043252238,0.046784922,0.008938784,0.239655496
